"","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Engine","Power","Seats","Price","Make","Gama","kmpl","kmpkg","Price.mod2"
"167","BMW 5 Series 520d Luxury Line","Ahmedabad",2013,55000,"Diesel","Automatic","First",1995,190,5,21.75,"Bmw","Gama alta",22.48,0,1.25690163438653
"168","Skoda Rapid 1.6 MPI Active","Ahmedabad",2015,20765,"Petrol","Manual","First",1598,103.52,5,6.25,"Skoda","Gama media",15,0,0.830531208111335
"169","Fiat Linea T Jet","Coimbatore",2013,60283,"Petrol","Manual","First",1368,112,5,2.98,"Fiat","Gama baja",14.6,0,0.645555235297288
"170","Hyundai i20 Sportz 1.4 CRDi","Delhi",2017,25500,"Diesel","Manual","First",1396,88.73,5,7,"Hyundai","Gama media",22.54,0,0.858343653772619
"171","Land Rover Discovery Sport TD4 HSE 7S","Mumbai",2017,40000,"Diesel","Automatic","First",1999,148.31,7,41.5,"Land Rover","Gama alta",12.81,0,1.34436498741641
"172","Fiat Avventura MULTIJET Emotion","Pune",2014,52782,"Diesel","Manual","First",1248,91.72,5,4.85,"Fiat","Gama baja",20.5,0,0.595024638658058
"173","Honda City i VTEC CVT SV","Mumbai",2016,8000,"Petrol","Automatic","First",1497,117.3,5,9.45,"Honda","Gama media",18,0,0.950568839088987
"174","Chevrolet Tavera LT 9 Str BS IV","Kolkata",2012,67132,"Diesel","Manual","First",2499,78,9,4.75,"Chevrolet","Gama baja",13.58,0,0.401124432157928
"175","BMW 3 Series 320d Sport Line","Pune",2018,24000,"Diesel","Automatic","First",1995,184,5,28,"Bmw","Gama alta",18.88,0,1.51202369328504
"176","BMW X1 sDrive 20d xLine","Coimbatore",2015,42265,"Diesel","Automatic","Second",1995,190,5,22.24,"Bmw","Gama alta",20.68,0,1.36569239734105
"177","Honda Civic 2006-2010 1.8 V AT","Mumbai",2007,69000,"Petrol","Automatic","Second",1799,130,5,2.25,"Honda","Gama media",12.9,0,0.515007423231252
"178","Audi Q3 35 TDI Quattro Premium Plus","Coimbatore",2016,86642,"Diesel","Automatic","First",1968,181,5,20.37,"Audi","Gama alta",15.17,0,1.39459825301202
"179","Maruti A-Star Vxi","Hyderabad",2008,51366,"Petrol","Manual","First",998,66.1,5,2.25,"Maruti","Gama media",19,0,0.214131996134526
"180","Hyundai Creta 1.6 SX Option Executive","Coimbatore",2018,44383,"Petrol","Manual","First",1591,121.3,5,13.25,"Hyundai","Gama media",15.8,0,1.07697279873461
"181","Maruti Vitara Brezza ZDi Plus","Kochi",2019,34688,"Diesel","Manual","First",1248,88.5,5,10.49,"Maruti","Gama media",24.3,0,0.965771093654614
"182","Maruti Swift Dzire VDi","Jaipur",2011,110000,"Diesel","Manual","First",1248,73.9,5,3.5,"Maruti","Gama media",19.3,0,0.435908272608782
"183","Maruti 800 Std","Jaipur",2002,75000,"Petrol","Manual","First",796,37,4,0.51,"Maruti","Gama media",16.1,0,-0.417025384507256
"184","Maruti Swift VDI BSIV","Delhi",2014,57319,"Diesel","Manual","First",1248,74,5,4.25,"Maruti","Gama media",25.2,0,0.599804713801955
"185","Volkswagen Polo Diesel Highline 1.2L","Hyderabad",2012,63000,"Diesel","Manual","First",1199,73.9,5,4.2,"Volkswagen","Gama media",22.07,0,0.490303654086044
"186","Mahindra Scorpio S10 4WD","Kochi",2017,28464,"Diesel","Manual","First",2179,120,7,13.05,"Mahindra","Gama alta",15.4,0,1.23310719851083
"187","Mercedes-Benz SL-Class SL 500","Kolkata",2010,35000,"Petrol","Automatic","First",5461,387.3,2,29.5,"Mercedes-Benz","Gama alta",8.1,0,1.46779591639776
"188","Toyota Innova Crysta 2.8 ZX AT","Coimbatore",2017,65367,"Diesel","Automatic","First",2755,171.5,7,20.14,"Toyota","Gama alta",11.36,0,1.42067465459117
"189","Maruti Wagon R CNG LXI","Pune",2013,79494,"CNG","Manual","First",998,67.04,5,2.96,"Maruti","Gama media",0,33.54,0.493526009074405
"190","Hyundai Xcent 1.1 CRDi Base","Kolkata",2017,82000,"Diesel","Manual","First",1120,71,5,3.45,"Hyundai","Gama media",24.4,0,0.741252678531586
"191","Maruti Swift ZXI","Chennai",2012,42000,"Petrol","Manual","Third",1197,85.8,5,4.5,"Maruti","Gama media",18.6,0,0.568728870640851
"192","BMW 3 Series 320d Luxury Line","Bangalore",2014,47000,"Diesel","Automatic","First",1995,184,5,25.5,"Bmw","Gama alta",18.88,0,1.29444216737599
"193","Hyundai Verna 1.6 SX","Hyderabad",2011,98000,"Diesel","Manual","Second",1582,126.32,5,5.2,"Hyundai","Gama media",22.32,0,0.717505415059621
"194","Tata Indica Vista Quadrajet VX","Pune",2012,65000,"Diesel","Manual","First",1248,74,5,2.5,"Tata","Gama baja",22.3,0,0.373472554390872
"195","Maruti Baleno RS 1.0 Petrol","Kochi",2018,18678,"Petrol","Manual","First",998,100,5,8.32,"Maruti","Gama media",21.1,0,0.975546018082438
"196","Hyundai Verna CRDi 1.6 SX","Hyderabad",2008,96578,"Diesel","Manual","First",1582,126.2,5,2.5,"Hyundai","Gama media",22,0,0.553820048944443
"197","Renault Duster 110PS Diesel RxL AMT","Bangalore",2016,26000,"Diesel","Automatic","Second",1461,108.45,5,10,"Renault","Gama media",19.6,0,0.909364202901874
"198","Mercedes-Benz CLS-Class 2006-2010 350 CDI","Hyderabad",2010,29000,"Diesel","Automatic","First",3498,271.72,4,32,"Mercedes-Benz","Gama alta",9.9,0,1.28162779698256
"199","Maruti Swift VDI BSIV","Jaipur",2014,71000,"Diesel","Manual","First",1248,74,5,4.8,"Maruti","Gama media",25.2,0,0.599804713801955
"200","Ford Figo Petrol ZXI","Mumbai",2012,23152,"Petrol","Manual","First",1196,70.02,5,2.39,"Ford","Gama media",15.6,0,0.461975141812013
"201","Honda CR-V RVi MT","Jaipur",2007,119000,"Petrol","Manual","Third",1997,141.1,5,3.91,"Honda","Gama media",13.1,0,0.558044649052411
"202","Ford EcoSport 1.0 Ecoboost Titanium Plus","Mumbai",2017,22695,"Petrol","Manual","First",999,123.24,5,8.5,"Ford","Gama media",18.88,0,1.03091171239162
"203","Skoda Laura RS","Delhi",2011,70000,"Petrol","Manual","Second",1798,157.8,5,4.75,"Skoda","Gama media",13.4,0,0.834382011345561
"204","Maruti Wagon R LX BSIII","Ahmedabad",2004,60000,"Petrol","Manual","Second",1061,64,5,1.4,"Maruti","Gama media",17.3,0,-0.0204080386333475
"205","Maruti Alto LX","Kolkata",2009,68078,"Petrol","Manual","First",796,46.3,5,1.02,"Maruti","Gama media",19.7,0,0.0815191905022907
"206","Volkswagen Polo Diesel Comfortline 1.2L","Delhi",2013,64000,"Diesel","Manual","First",1199,73.9,5,2.9,"Volkswagen","Gama media",22.07,0,0.544699035563306
"207","Mercedes-Benz New C-Class 250 CDI Classic","Hyderabad",2012,41367,"Diesel","Automatic","First",2148,170,5,18.49,"Mercedes-Benz","Gama alta",15.8,0,1.14408338919876
"208","Toyota Corolla H4","Chennai",2004,105000,"Petrol","Automatic","Second",1794,125,5,2.5,"Toyota","Gama alta",11.3,0,0.547409578744493
"209","Mini Cooper 5 DOOR D","Hyderabad",2017,2000,"Diesel","Automatic","First",1496,113.98,5,34,"Mini","Gama alta",20.7,0,1.20607249856334
"210","Ford Fiesta Classic 1.4 Duratorq CLXI","Hyderabad",2012,107000,"Diesel","Manual","First",1399,67,5,3,"Ford","Gama media",17.8,0,0.438817130497414
"211","Volkswagen Polo Diesel Trendline 1.2L","Kolkata",2013,45000,"Diesel","Manual","First",1199,73.9,5,3.25,"Volkswagen","Gama media",22.07,0,0.544699035563306
"212","Hyundai i20 1.2 Asta","Delhi",2013,71000,"Petrol","Manual","First",1197,80,5,3.65,"Hyundai","Gama media",17,0,0.586359752679069
"213","Hyundai i20 Asta 1.4 CRDi","Kolkata",2012,33249,"Diesel","Manual","First",1396,88.76,5,3.25,"Hyundai","Gama media",21.27,0,0.586544310546545
"214","ISUZU D-MAX V-Cross 4X4","Coimbatore",2018,20422,"Diesel","Manual","First",2499,134,5,16.09,"Isuzu","Gama alta",12.4,0,1.34546448326972
"215","Maruti SX4 S Cross DDiS 200 Zeta","Hyderabad",2016,82497,"Diesel","Manual","First",1248,88.5,5,8.99,"Maruti","Gama media",23.65,0,0.802584949222828
"216","Volkswagen Polo 1.5 TDI Highline","Coimbatore",2018,39861,"Diesel","Manual","First",1498,88.8,5,7.38,"Volkswagen","Gama media",20.14,0,0.913153258289994
"217","Hyundai i20 Asta Option 1.2","Hyderabad",2017,19860,"Petrol","Manual","First",1197,81.83,5,6.95,"Hyundai","Gama media",18.6,0,0.815821335213538
"218","Nissan Micra Active XL Petrol","Kochi",2016,49389,"Petrol","Manual","First",1198,67.04,5,4.26,"Nissan","Gama media",19.49,0,0.656712153506191
"219","Hyundai EON D Lite Plus","Kochi",2016,29832,"Petrol","Manual","First",814,55.2,5,3.29,"Hyundai","Gama media",21.1,0,0.554639364418705
"220","Maruti Alto K10 VXI AGS","Chennai",2016,57000,"Petrol","Automatic","First",998,67.1,5,3.4,"Maruti","Gama media",24.07,0,0.657182048609844
"221","Honda Amaze S i-Vtech","Delhi",2015,52513,"Petrol","Manual","First",1198,86.7,5,4.65,"Honda","Gama media",18,0,0.737396084371959
"222","Honda Brio S MT","Bangalore",2012,60000,"Petrol","Manual","First",1198,86.8,5,3.25,"Honda","Gama media",19.4,0,0.574815432082153
"223","Hyundai Accent GLE","Kolkata",2005,50000,"Petrol","Manual","First",1495,94,5,0.7,"Hyundai","Gama media",13.2,0,0.235905113615978
"224","Hyundai Grand i10 Asta","Kolkata",2014,41000,"Petrol","Manual","First",1197,82,5,3.14,"Hyundai","Gama media",18.9,0,0.653725283875809
"225","Maruti Swift VXI BSIV","Coimbatore",2016,57932,"Petrol","Manual","First",1197,81.8,5,6.39,"Maruti","Gama media",20.4,0,0.761233349306445
"226","Toyota Corolla Altis 2008-2013 1.8 VL AT","Kochi",2016,41617,"Petrol","Automatic","First",1794,138.1,5,14.14,"Toyota","Gama alta",14.53,0,1.25250427486168
"227","Porsche Boxster S tiptronic","Kolkata",2015,10512,"Petrol","Automatic","First",2706,265,2,64,"Porsche","Gama alta",8.6,0,1.5404508771843
"228","Maruti Ritz VDi","Pune",2013,20248,"Diesel","Manual","First",1248,73.9,5,4.35,"Maruti","Gama media",21.1,0,0.544699035563306
"229","Mini Cooper Convertible S","Mumbai",2016,15000,"Petrol","Automatic","First",1998,189.08,4,35,"Mini","Gama alta",16.82,0,1.4175382158038
"230","Hyundai i10 Era 1.1","Kochi",2013,34697,"Petrol","Manual","First",1086,68.05,5,3.7,"Hyundai","Gama media",19.81,0,0.501380430630897
"231","Honda Brio S MT","Delhi",2016,32700,"Petrol","Manual","First",1198,86.8,5,3.68,"Honda","Gama media",19.4,0,0.792396957991201
"232","Honda Jazz VX","Kochi",2018,20024,"Petrol","Manual","First",1199,88.7,5,8.46,"Honda","Gama media",18.2,0,0.912561411044275
"233","Maruti Wagon R LXI DUO BSIII","Mumbai",2008,64226,"LPG","Manual","First",1061,57.5,5,1.45,"Maruti","Gama media",0,17.3,0.140918652038675
"234","Hyundai i10 Era 1.1","Jaipur",2011,70000,"Petrol","Manual","First",1086,68.05,5,2.15,"Hyundai","Gama media",19.81,0,0.392589667676373
"235","Maruti Swift Dzire VDI","Hyderabad",2013,69000,"Diesel","Manual","First",1248,74,5,5.75,"Maruti","Gama media",23.4,0,0.545409332324693
"236","Volkswagen Vento 1.5 TDI Highline AT","Kochi",2017,33550,"Diesel","Automatic","First",1498,108.5,5,9.6,"Volkswagen","Gama media",21.5,0,0.964001697485522
"237","Maruti Omni 8 Seater BSII","Jaipur",2004,66624,"Petrol","Manual","Third",796,35,8,0.85,"Maruti","Gama media",19.7,0,-0.337423484688586
"238","BMW X1 sDrive 20d Sportline","Kolkata",2013,56683,"Diesel","Automatic","Second",1995,184,5,13.5,"Bmw","Gama alta",17.05,0,1.24004678589873
"239","Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde","Kochi",2017,36884,"Diesel","Automatic","First",2143,204,5,32.25,"Mercedes-Benz","Gama alta",13,0,1.51182731516406
"240","Hyundai Grand i10 1.2 Kappa Magna","Kolkata",2018,4500,"Petrol","Manual","First",1197,81.86,5,4.8,"Hyundai","Gama media",18.9,0,0.870409250522146
"241","BMW 3 Series 320d Highline","Mumbai",2009,58557,"Diesel","Automatic","Third",1995,181,5,8,"Bmw","Gama alta",16.07,0,1.01383058267119
"242","Ford Endeavour 2.5L 4X2","Hyderabad",2010,154000,"Diesel","Manual","First",2499,141,7,7.99,"Ford","Gama media",13.1,0,0.720858397598337
"243","Maruti Wagon R VXI BS IV","Kolkata",2011,37000,"Petrol","Manual","Second",998,67.1,5,2.1,"Maruti","Gama media",18.9,0,0.385205141223534
"244","Skoda Superb Style 2.0 TDI AT","Mumbai",2015,19000,"Diesel","Automatic","First",1968,174.5,5,15.5,"Skoda","Gama media",18.19,0,1.10480320735665
"245","Maruti SX4 S Cross DDiS 320 Zeta","Chennai",2015,73000,"Diesel","Manual","First",1598,118,5,8.25,"Maruti","Gama media",22.7,0,0.899298711731584
"246","Chevrolet Beat LT","Pune",2011,65000,"Petrol","Manual","Second",1199,79.4,5,2.5,"Chevrolet","Gama baja",18.6,0,0.356073263111611
"247","Toyota Corolla Altis G","Pune",2009,70000,"Petrol","Manual","Third",1798,138.1,5,3,"Toyota","Gama alta",14.53,0,0.871736604520843
"248","Ford Freestyle Titanium Plus Petrol","Jaipur",2018,1001,"Petrol","Manual","First",1194,94.68,5,7.23,"Ford","Gama media",19,0,0.946831179683319
"249","Maruti Alto 800 2016-2019 LXI","Delhi",2013,56000,"Petrol","Manual","First",796,47.3,5,2.1,"Maruti","Gama media",24.7,0,0.310324741227808
"250","Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV","Delhi",2012,85000,"Diesel","Automatic","First",2179,120,7,6.25,"Mahindra","Gama alta",11.79,0,0.961130291124522
"251","Hyundai Grand i10 Magna","Delhi",2016,22129,"Petrol","Manual","First",1197,82,5,4.25,"Hyundai","Gama media",18.9,0,0.762516046830334
"252","BMW 3 Series 320d","Kochi",2012,55598,"Diesel","Automatic","First",1995,190,5,11.5,"Bmw","Gama alta",22.69,0,1.20250625290926
"253","BMW 3 Series 320d Luxury Line","Kochi",2016,62404,"Diesel","Automatic","First",1995,190,5,21.33,"Bmw","Gama alta",22.69,0,1.42008777881831
"254","Honda City 1.3 EXI S","Delhi",2011,100000,"Petrol","Manual","First",1343,90,5,3.5,"Honda","Gama media",13,0,0.539436222334578
"255","Mahindra XUV500 W8 2WD","Kolkata",2013,43000,"Diesel","Manual","First",2179,140,7,7,"Mahindra","Gama alta",16,0,1.09649553309757
"256","Maruti Swift Dzire LDI","Jaipur",2015,144000,"Diesel","Manual","First",1248,74,5,5.25,"Maruti","Gama media",26.59,0,0.654200095279217
"257","Honda Amaze E i-Dtech","Pune",2016,62000,"Diesel","Manual","First",1498,98.6,5,6.1,"Honda","Gama media",25.8,0,0.859349592425497
"258","Volkswagen Vento 1.5 TDI Highline","Bangalore",2014,58000,"Diesel","Manual","First",1498,103.2,5,6.5,"Volkswagen","Gama media",20.34,0,0.774509619839764
"259","Mercedes-Benz GLE 250d","Kochi",2017,25601,"Diesel","Automatic","First",2143,201.15,5,56.73,"Mercedes-Benz","Gama alta",17.9,0,1.50443732053648
"260","Volkswagen Vento Diesel Highline","Chennai",2011,55595,"Diesel","Manual","Second",1598,103.6,5,4.3,"Volkswagen","Gama media",20.54,0,0.613355448444947
"261","Toyota Fortuner 3.0 Diesel","Jaipur",2011,148009,"Diesel","Manual","Second",2982,171,7,12.75,"Toyota","Gama alta",11.5,0,1.09276874602498
"262","Ford Figo Aspire 1.5 TDCi Titanium Plus","Kochi",2016,33554,"Diesel","Manual","First",1498,99,5,6.22,"Ford","Gama media",25.83,0,0.861476171747251
"263","Honda City 1.5 V MT","Coimbatore",2012,66245,"Petrol","Manual","First",1497,118,5,5.68,"Honda","Gama media",17,0,0.736112567299798
"264","Maruti Omni E 8 Str STD","Hyderabad",2013,26875,"Petrol","Manual","First",796,34.2,8,2.35,"Maruti","Gama media",16.8,0,0.139989566471644
"265","Volkswagen Vento Diesel Trendline","Chennai",2011,173000,"Diesel","Manual","First",1598,103.6,5,4,"Volkswagen","Gama media",20.54,0,0.613355448444947
"266","Toyota Etios Liva GD SP","Hyderabad",2015,69189,"Diesel","Manual","First",1364,67.06,5,5.3,"Toyota","Gama alta",23.59,0,0.81866299376839
"267","Honda Brio S Option MT","Pune",2012,79000,"Petrol","Manual","First",1198,86.8,5,2.9,"Honda","Gama media",18.4,0,0.574815432082153
"268","Maruti Baleno Alpha CVT","Mumbai",2018,3000,"Petrol","Automatic","First",1197,83.1,5,8.85,"Maruti","Gama media",21.4,0,0.878306196365463
"269","Porsche Cayenne S Diesel","Coimbatore",2016,65003,"Diesel","Automatic","First",4134,382,5,67.83,"Porsche","Gama alta",13.6,0,1.78693059903908
"270","Hyundai Grand i10 CRDi Magna","Jaipur",2015,50000,"Diesel","Manual","Second",1120,70,5,4,"Hyundai","Gama media",24,0,0.625011232143363
"271","Chevrolet Spark 1.0 LT","Kolkata",2012,11000,"Petrol","Manual","First",995,62.1,5,1.4,"Chevrolet","Gama baja",16.2,0,0.28138367466313
"272","BMW 7 Series 730Ld","Chennai",2014,35000,"Diesel","Automatic","First",2993,258,5,52,"Bmw","Gama alta",16.46,0,1.47199404176555
"273","Hyundai Creta 1.6 CRDi SX","Hyderabad",2017,50129,"Diesel","Manual","First",1582,126.2,5,13.3,"Hyundai","Gama media",19.67,0,1.0433784822398
"274","BMW 3 Series 320d GT Luxury Line","Mumbai",2015,32500,"Diesel","Automatic","First",1995,187.74,5,26.75,"Bmw","Gama alta",19.59,0,1.35940706006069
"275","Toyota Corolla Altis 1.8 Limited Edition","Mumbai",2015,49000,"Petrol","Manual","First",1798,138.03,5,8.95,"Toyota","Gama alta",14.28,0,1.19784258036491
"276","Maruti Swift VXI BSIV","Bangalore",2006,80010,"Petrol","Manual","Second",1197,81.8,5,2.85,"Maruti","Gama media",20.4,0,0.217279534533824
"277","Hyundai i20 Sportz Petrol","Kochi",2011,62020,"Petrol","Manual","First",1197,80,5,3.45,"Hyundai","Gama media",17,0,0.477568989724545
"278","Nissan Evalia 2013 XL","Hyderabad",2013,166194,"Diesel","Manual","First",1461,84.8,7,3.9,"Nissan","Gama media",19.3,0,0.616966334286929
"279","Maruti Swift VDI BSIV","Kochi",2016,45725,"Diesel","Manual","First",1248,74,5,5.34,"Maruti","Gama media",25.2,0,0.708595476756479
"280","Mercedes-Benz New C-Class C 220 CDI Avantgarde","Bangalore",2016,51944,"Diesel","Automatic","First",2143,170,5,32.5,"Mercedes-Benz","Gama alta",19.27,0,1.3616649151078
"281","Renault Duster 110PS Diesel RxZ AMT","Coimbatore",2017,34686,"Diesel","Automatic","First",1461,108.45,5,11.86,"Renault","Gama media",19.6,0,0.963759584379136
"282","Maruti S-Cross Zeta DDiS 200 SH","Coimbatore",2016,74611,"Diesel","Manual","First",1248,88.5,5,7.94,"Maruti","Gama media",25.1,0,0.802584949222828
"283","Honda Amaze SX i-VTEC","Kochi",2016,54944,"Petrol","Manual","First",1198,86.7,5,4.82,"Honda","Gama media",18,0,0.791791465849221
"284","Renault Duster 85PS Diesel RxL","Hyderabad",2014,77500,"Diesel","Manual","First",1461,83.8,5,6.6,"Renault","Gama media",20.45,0,0.665130748568725
"285","Maruti Zen LXi - BS III","Mumbai",2005,102000,"Petrol","Manual","First",993,60,5,0.7,"Maruti","Gama media",17.3,0,8.75568749559852e-05
"286","Ford EcoSport 1.5 TDCi Titanium","Chennai",2014,72563,"Diesel","Manual","Second",1498,98.59,5,5,"Ford","Gama media",22.77,0,0.750505554520372
"287","Mercedes-Benz GLE 350d","Bangalore",2016,28541,"Diesel","Automatic","First",2987,254.79,5,60.75,"Mercedes-Benz","Gama alta",11.57,0,1.5742085428269
"288","Hyundai Elantra CRDi SX","Kolkata",2013,42000,"Diesel","Manual","First",1582,126.24,5,5.85,"Hyundai","Gama media",22.7,0,0.825963416283026
"289","Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV","Pune",2015,77000,"Diesel","Manual","First",2494,100,8,12.5,"Toyota","Gama alta",12.99,0,1.02854941697732
"290","Mini Cooper 3 DOOR S","Mumbai",2013,21000,"Petrol","Automatic","First",1998,189.08,4,21.5,"Mini","Gama alta",17.44,0,1.25435207137201
"291","Ford Fiesta 1.4 SXi TDCi ABS","Pune",2008,117080,"Diesel","Manual","Third",1399,68,5,2.25,"Ford","Gama media",17.8,0,0.229017441363917
"292","Volvo S60 D4 Momentum","Hyderabad",2014,51000,"Diesel","Automatic","First",1969,190,5,21.5,"Volvo","Gama alta",27.03,0,1.31129701586379
"293","Ford Figo Petrol Titanium","Jaipur",2010,42000,"Petrol","Manual","First",1196,70,5,2.4,"Ford","Gama media",15.6,0,0.353034324757053
"294","Land Rover Range Rover HSE Dynamic","Kochi",2018,52827,"Diesel","Automatic","First",2179,187.7,5,44.76,"Land Rover","Gama alta",12.7,0,1.52248127941747
"295","Volkswagen Polo 1.2 MPI Highline","Pune",2017,54000,"Petrol","Manual","Second",1199,74,5,6,"Volkswagen","Gama media",16.2,0,0.762990858233741
"296","Mahindra Scorpio VLX 2WD Airbag BSIII","Bangalore",2011,73000,"Diesel","Manual","First",2179,120,8,6.4,"Mahindra","Gama alta",12.05,0,0.90673490964726
"297","Maruti Swift Dzire LXI","Kolkata",2015,107000,"Petrol","Manual","First",1197,83.14,5,4,"Maruti","Gama media",20.85,0,0.71537282594
"298","Hyundai Creta 1.6 CRDi SX","Pune",2017,38767,"Diesel","Manual","First",1582,126.2,5,12.6,"Hyundai","Gama media",19.67,0,1.0433784822398
"299","Hyundai Grand i10 Sportz","Mumbai",2013,26000,"Petrol","Manual","First",1197,82,5,3.75,"Hyundai","Gama media",18.9,0,0.599329902398547
"300","Toyota Corolla H4","Bangalore",2005,67000,"Petrol","Automatic","Second",1794,125,5,2.45,"Toyota","Gama alta",11.3,0,0.601804960221755
"301","Toyota Etios G","Delhi",2014,70000,"Petrol","Manual","First",1496,88.73,5,3.25,"Toyota","Gama alta",16.78,0,0.911347052667498
"302","Hyundai i10 Sportz 1.2","Mumbai",2010,62000,"Petrol","Manual","First",1197,78.9,5,2.1,"Hyundai","Gama media",20.36,0,0.415901109286232
"303","Hyundai i20 Asta Optional with Sunroof 1.2","Mumbai",2012,50000,"Petrol","Manual","First",1197,82.85,5,3.7,"Hyundai","Gama media",18.5,0,0.550351308006977
"304","Maruti Swift VDI BSIV","Pune",2007,121000,"Diesel","Manual","Second",1248,74,5,2.35,"Maruti","Gama media",17.8,0,0.219037043461121
"305","Hyundai Creta 1.4 CRDi S Plus","Coimbatore",2016,55687,"Diesel","Manual","First",1396,88.7,5,12.15,"Hyundai","Gama media",21.38,0,0.803770648089752
"306","Maruti Alto 800 2016-2019 VXI","Mumbai",2019,171,"Petrol","Manual","First",796,47.3,5,3.6,"Maruti","Gama media",24.7,0,0.63669703009138
